dataset,target,encoder,encoder_setting,model,input_features,output_features,fit_encoder_time,score_encoder_time,fit_model_time,score_model_time,test_matthews,train_matthews,test_auc,train_auc,test_brier,train_brier
autos.arff,symboling,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",DecisionTreeClassifier,25,49,0.15910189151763915,0.04409272670745849,0.0089674711227417,0.00017664432525634765,0.5327190231968042,0.7942523906506198,0.8286499215070643,0.954553208179094,0.15671974883464895,0.06740772840797202
autos.arff,symboling,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'indicator', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",DecisionTreeClassifier,25,53,0.15167744159698487,0.0446894645690918,0.0066348791122436525,0.00012853145599365235,0.5456437644981814,0.7914270538482245,0.8393642072213501,0.9539080468887713,0.15154929398964945,0.0683602431357703
autos.arff,symboling,BinaryEncoder,"{'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",DecisionTreeClassifier,25,49,0.15569396018981935,0.04112186431884766,0.008217120170593261,0.00014140605926513672,0.5327190231968042,0.7942523906506198,0.8286499215070643,0.954553208179094,0.15671974883464895,0.06740772840797202
autos.arff,symboling,BinaryEncoder,"{'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False,
       handle_missing='indicator', handle_unknown='value', mapping=None,
       return_df=True, verbose=0)}",DecisionTreeClassifier,25,53,0.157226037979126,0.049742627143859866,0.012567710876464844,0.0005108118057250977,0.5456437644981814,0.7914270538482245,0.8393642072213501,0.9539080468887713,0.15154929398964945,0.0683602431357703
autos.arff,symboling,JamesSteinEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'random_state': None, 'randomized': False, 'sigma': 0.05, 'model': 'independent', 'feature_names': None}",DecisionTreeClassifier,25,25,0.2259089708328247,0.023909831047058107,0.00910332202911377,0.00018138885498046874,0.5900954959124382,0.8465869418535918,0.8455389848246991,0.977064313414419,0.14697185418562408,0.04890104445478837
autos.arff,symboling,JamesSteinEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', 'random_state': None, 'randomized': False, 'sigma': 0.05, 'model': 'independent', 'feature_names': None}",DecisionTreeClassifier,25,25,0.17870101928710938,0.019040989875793456,0.00657651424407959,0.0001371622085571289,0.5900954959124382,0.8465869418535918,0.8455389848246991,0.977064313414419,0.14697185418562408,0.04890104445478837
autos.arff,symboling,LeaveOneOutEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",DecisionTreeClassifier,25,25,0.28829383850097656,0.07893929481506348,0.006591343879699707,0.00014781951904296875,-0.057735026918962574,1.0,0.47857142857142854,1.0,0.355062656641604,0.0
autos.arff,symboling,LeaveOneOutEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",DecisionTreeClassifier,25,25,0.19360077381134033,0.048380804061889646,0.007118415832519531,0.00014657974243164061,-0.057735026918962574,1.0,0.47857142857142854,1.0,0.355062656641604,0.0
autos.arff,symboling,MEstimateEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'm': 1.0, 'feature_names': None}",DecisionTreeClassifier,25,25,0.16224207878112792,0.018892860412597655,0.006866955757141113,0.00012810230255126952,0.6215068085984787,0.8324463644289579,0.8565803244374672,0.9670004847523357,0.13721646743062182,0.05572443623162075
autos.arff,symboling,MEstimateEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'm': 1.0, 'feature_names': None}",DecisionTreeClassifier,25,25,0.13857345581054686,0.01696600914001465,0.0069176673889160155,0.00012004375457763672,0.6215068085984787,0.8324463644289579,0.8565803244374672,0.9670004847523357,0.13721646743062182,0.05572443623162075
autos.arff,symboling,OneHotEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'mapping': None, 'verbose': 0, 'cols': None, 'ordinal_encoder': None, '_dim': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'use_cat_names': False, 'feature_names': None}",DecisionTreeClassifier,25,76,0.1692568063735962,0.04355025291442871,0.006749486923217774,0.00012023448944091797,0.5851325978198527,0.7980297029992247,0.8283359497645211,0.957555821434867,0.1549899230285941,0.065030068010041
autos.arff,symboling,OneHotEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'mapping': None, 'verbose': 0, 'cols': None, 'ordinal_encoder': None, '_dim': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', 'use_cat_names': False, 'feature_names': None}",DecisionTreeClassifier,25,85,0.1400986433029175,0.04291610717773438,0.007510924339294433,0.00013048648834228515,0.5804424317170748,0.7980297029992247,0.8292778649921505,0.9563999074563723,0.15058713446664812,0.06543624649974353
autos.arff,symboling,OrdinalEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_dim': None, 'feature_names': None}",DecisionTreeClassifier,25,25,0.037305235862731934,0.012231922149658203,0.006668519973754883,0.0001085042953491211,0.5093428244091258,0.7840703393589343,0.8124672946101518,0.9581550105764146,0.1618303509047414,0.06767858784007183
autos.arff,symboling,OrdinalEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_dim': None, 'feature_names': None}",DecisionTreeClassifier,25,25,0.03572614192962646,0.011634421348571778,0.006885814666748047,0.00012111663818359375,0.5093428244091258,0.7840703393589343,0.8124672946101518,0.9581550105764146,0.1618303509047414,0.06767858784007183
autos.arff,symboling,TargetEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'ordinal_encoder': None, 'min_samples_leaf': 1, 'smoothing': 1.0, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'feature_names': None}",DecisionTreeClassifier,25,25,0.1730191469192505,0.018426275253295897,0.0072508096694946286,0.00014483928680419922,0.5934709173555492,0.8444891663016121,0.8468079539508112,0.976668914154768,0.14489564853449383,0.049199211773089335
autos.arff,symboling,TargetEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'cols': None, 'ordinal_encoder': None, 'min_samples_leaf': 1, 'smoothing': 1.0, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_mean': None, 'feature_names': None}",DecisionTreeClassifier,25,25,0.18614733219146729,0.019372057914733887,0.006632304191589356,0.00012700557708740235,0.5934709173555492,0.8444891663016121,0.8468079539508112,0.976668914154768,0.14489564853449383,0.049199211773089335
autos.arff,symboling,WOEEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'regularization': 1.0, 'feature_names': None}",DecisionTreeClassifier,25,25,0.1663813829421997,0.016838693618774415,0.0065659284591674805,0.00010752677917480469,0.553114375338731,0.8372041020306733,0.8483451072736787,0.9754924378635643,0.14735249356394053,0.05077084481131209
autos.arff,symboling,WOEEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_sum': None, '_count': None, 'random_state': None, 'randomized': False, 'sigma': 0.05, 'regularization': 1.0, 'feature_names': None}",DecisionTreeClassifier,25,25,0.16055524349212646,0.016731452941894532,0.006766486167907715,0.00011467933654785156,0.553114375338731,0.8372041020306733,0.8483451072736787,0.9754924378635643,0.14735249356394053,0.05077084481131209
breast.cancer.arff,Class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",DecisionTreeClassifier,9,28,0.10358805656433105,0.024456119537353514,0.006395888328552246,0.00012035369873046875,0.30843016592928973,0.5050586364738348,0.6628091931216931,0.8027615267030793,0.19058550568895555,0.14069589476726682
breast.cancer.arff,Class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'indicator', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",DecisionTreeClassifier,9,30,0.08853027820587159,0.024609637260437012,0.006240987777709961,0.00012307167053222657,0.3306737351929883,0.5039332302853807,0.6715591931216932,0.8017928820880259,0.18479820431963564,0.1410243760079081
breast.cancer.arff,Class,BinaryEncoder,"{'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",DecisionTreeClassifier,9,28,0.10870511531829834,0.026360702514648438,0.006042265892028808,0.00010485649108886719,0.30843016592928973,0.5050586364738348,0.6628091931216931,0.8027615267030793,0.19058550568895555,0.14069589476726682
breast.cancer.arff,Class,BinaryEncoder,"{'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False,
       handle_missing='indicator', handle_unknown='value', mapping=None,
       return_df=True, verbose=0)}",DecisionTreeClassifier,9,30,0.08768315315246582,0.024629926681518553,0.006095504760742188,0.0001317739486694336,0.3306737351929883,0.5039332302853807,0.6715591931216932,0.8017928820880259,0.18479820431963564,0.1410243760079081
breast.cancer.arff,Class,JamesSteinEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'random_state': None, 'randomized': False, 'sigma': 0.05, 'model': 'independent', 'feature_names': None}",DecisionTreeClassifier,9,9,0.12819201946258546,0.013463568687438966,0.006191635131835937,0.00012140274047851562,0.1308390612482584,0.4770574880201412,0.6058465608465609,0.8091189928613597,0.24009379510068,0.14460518584940812
breast.cancer.arff,Class,JamesSteinEncoder,"{'verbose': 0, 'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'cols': None, 'ordinal_encoder': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', 'random_state': None, 'randomized': False, 'sigma': 0.05, 'model': 'independent', 'feature_names': None}",DecisionTreeClassifier,9,9,0.12531726360321044,0.013924121856689453,0.0060451745986938475,0.00011279582977294922,0.1308390612482584,0.4770574880201412,0.6058465608465609,0.8091189928613597,0.24009379510068,0.14460518584940812
breast.cancer.arff,Class,LeaveOneOutEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",DecisionTreeClassifier,9,9,0.20039710998535157,0.04983854293823242,0.007354140281677246,0.00014879703521728516,0.0243235607377445,0.9546932998188306,0.5920039682539683,0.9936900261703985,0.27782158402718227,0.015138816543084993
breast.cancer.arff,Class,LeaveOneOutEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'use_default_cols': True, 'cols': None, '_dim': None, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'indicator', '_mean': None, 'random_state': None, 'sigma': None, 'feature_names': None}",DecisionTreeClassifier,9,9,0.14387249946594238,0.033469223976135255,0.006047272682189941,0.00012767314910888672,0.0243235607377445,0.9546932998188306,0.5920039682539683,0.9936900261703985,0.27782158402718227,0.015138816543084993
